编号,类型,事件,详细
30000/30100/30111,公共卫生,北京11例境外输入性病例均已收治在定点医疗机构,3月7日下午，北京召开的第四十三场疫情防控工作新闻发布会表示，截至目前，北京市共有境外输入的新冠肺炎病例11例，11例当中包括来自意大利的境外输入的有8例，来自伊朗的境外输入的病例有3例，根据国家的有关法律要求，入境人员到达口岸以后，海关卫生检疫人员要对入境的人员进行体温的检测等健康筛查。识别出较高和高风险的人群之后，会立即送到北京市的定点医院，做进一步的筛查，或者送至北京市定点的观察点进行医学观察。进入定点医院和隔离观察点的这些人员，特别是确诊的病例，将会由北京市疾控部门或者区疾控部门做深入的流行病学调查，准确地判断或者判定是否有密切接触者以及密切接触的范围、人数做跟和管理。定点医院按照国家卫生健康委新冠肺炎诊疗方案，也就是最新的试行第七版的相关要求，和诊疗的路径规定，组织定点医院进行救治。目前北京这11例确诊的境外输入性病例均已收治在定点的医疗机构，医疗服务也正在开展。
30000/30100/30111,公共卫生,请放心使用！现金也“隔离”消毒14天 银行是这样处理的,疫情防控期间，央行规定要对现金进行消毒处理。那么银行是怎么处理的呢？当前各家银行正严格执行央行规定的收支两条线，也就是说，人民存款和取款的钱，不会循环、不会交叉。在工商银行北京分行的业务营运中心，记者看到银行对回笼的钞票第一步就是进行消毒。?工商银行北京分行业务营运中心副总经理 李静：现在正在清点的就是我们从柜面上、从自助机具卸钞回来进行清点的现金，那么也是我们严格按照人民银行的要求消毒，然后清分后，放至七天以后再对外投放。?央行规定，对疫情防控重点地区回笼现金消毒后，要存放14天以后再投放市场，对非疫情防控重点地区回笼现金消毒后，存放7天以上再投放市场，并且对外付出的现金要尽可能以新钞或疫情前回笼钞票为主。不仅如此，记者在工商银行北京分行的业务营运中心看到，有一块单独的区域来专门处理从医院等单位回收的现金，并有专人对这里的现金进行消毒和清分。?工商银行北京分行业务营运中心副总经理 李静：我们去口腔医院、305医院，包括北京医院等，上门专门用的款箱，也是专门存放了一个区域，跟其他渠道的都有隔离，包括这个消毒柜。?记者：消毒柜有什么要求？?工商银行北京分行业务营运中心副总经理 李静：按要求不高于80度，然后最低是65度，这么一个区间的消毒，消毒时间是一个小时。工作人员告诉记者，他们对从医院等渠道回笼的现金采取特殊处理并单独封存消毒后，将交存人民银行，不对外支付。
30000/30100/30111,公共卫生, 部分新冠肺炎疫苗有望4月进入临床或应急使用,国家应急广播网北京3月7日消息（记者张茜）据中央广播电视总台经济之声《天下财经》报道，国务院联防联控机制6日举行新闻发布会，介绍科技研发攻关最新进展情况。国家卫生健康委通报，截至6日零点，累计报告境外输入确诊病例36例，境外输入病例风险正在逐步升高。关于疫苗研发进展，国家卫生健康委透露，部分新冠肺炎疫苗有望4月进入临床或应急使用。境外输入病例风险升高国家卫生健康委新闻发言人、宣传司副司长米锋介绍，截至6日零点，除湖北以外，其他省份新增确诊病例17例。这17例新增确诊病例中16例为境外输入病例，提示境外输入病例风险正在逐步升高。米锋说：“我们对疫情的警惕性和防控要求不能降低，还要继续深化疫情防控国际合作，及时与世卫组织和有关国家分享信息和经验，携手抗击疫情。”科技部社会发展科技司司长吴远彬说，目前我国已经向包括巴基斯坦、日本、非盟等提供了检测试剂，也向国际社会分享了我们在诊疗方面的方案。“我们非常愿意加强与世界卫生组织的合作，同有关国家来分享经验，开展在药物、疫苗、检测试剂等方面的科研合作，为在全世界范围内战胜疫情贡献中国的智慧和方案。”可诊、可治、可防的态势基本形成疫情发生以来，科技部会同国家卫生健康委、国家药监局等13个部门组建了国务院联防联控机制科技攻关组，围绕可溯、可诊、可防、可治聚焦五大主攻方向。吴远彬介绍，经过一个多月的努力，科研工作取得了积极成效，新冠肺炎疫情可诊、可治、可防的态势基本形成。“目前全国疫情发展态势持续向好，但依然是疫情防控关键时期，也是科研攻关的关键阶段。科研攻关以提高治愈率、降低死亡率为重点，以湖北武汉一线防控救治需求为重心，聚集科技资源、科技成果和科技人员会师武汉、决胜武汉。同时继续加强病毒溯源传播机理研究，加强病理学等基础医学的研究，为疫情防控和临床实践提供有力的科技支撑。”恢复期血浆治疗目前也取得了积极进展，在采浆和救治方面都有大幅度提升。数据显示，自2月5日恢复期血浆治疗进入诊疗方案后，到3月5日已经有919人献出大约294450毫升的血浆。科技部生物中心副主任孙燕荣介绍，以承担科研攻关应急工作的中国生物为例，目前已经完成154例重症患者的治疗，临床显示出较好疗效。孙燕荣说：“干细胞治疗的临床研究目前在北京和哈尔滨多家医院进行，临床初步显示安全、有效。人工肝这项科研成果也已经在临床开展研究和应用，临床显示应用人工肝进行救治，在呼吸机支持的平均天数和ICU监护的平均时间明显减少，能够提高重症患者的救治成功率。下一步科研攻关组将进一步精准聚焦临床需求，加强中西医结合、中西药并重，同时将抗病毒治疗和免疫调节治疗结合在一起，将前期成果形成组合方案用于临床诊疗，让更多患者能够得以治愈。”部分疫苗4月份有希望进入临床或应急使用新冠肺炎疫苗的研发进程一直备受关注。国家卫生健康委医药卫生科技发展研究中心主任郑忠伟介绍，新冠肺炎疫苗正按照五条技术路线研发，根据国家相关法律法规规定，估计部分疫苗4月份有希望进入临床或应急使用。郑忠伟说：“综合来讲目前的五条技术路线都是按照我们的预期稳步推进的。按照这样的预期，估计在4月份，根据国家有关法律法规的规定，部分疫苗有望能够进入临床研究或者应急使用。我们所有研发流程都是在法律框架下，科学、规范、按技术要求推进的。我们努力的方向就是在保证安全有效的前提下，使我国的新冠肺炎疫苗早日成功上市。”针对近期关于病毒变异的消息，中国科学院副秘书长、中国科学院院士周琪回应，病毒变异过程还需要更多的案例，也需要更多深入研究。“目前在中国针对于病毒的变异和疫苗研发有统一部署，而且我们看到的病毒变异并没有影响到药物研发、抗体制备和疫苗制备。我们正在积极地观测病毒变异程度，而且积极地布局科研项目。”??
30000/30100/30111,公共卫生,国新办举行新闻发布会 介绍抗击疫情国际合作有关情况,国家应急广播网北京3月6日消息（记者潘毅）据中央广播电视总台中国之声《新闻和报纸摘要》报道，国新办5日举行新闻发布会，介绍抗击疫情国际合作有关情况。外交部副部长马朝旭介绍，在中国人民有力抗击疫情的斗争中，国际社会给予我们宝贵支持；中国秉持人类命运共同体理念，同国际社会同舟共济、携手抗击疫情。马朝旭：我想强调，我们决不会忘记国际社会向我们伸出援手，我们愿意向疫情比较严重的有需要的国家提供力所能及的援助。这次抗击新冠肺炎疫情再次表明，各国在全球化时代更加休戚与共，密不可分，任何一个国家都不可能独善其身。面对疫情，各国必须同舟共济，加强合作，共同构建人类命运共同体。截至目前，已有120个国家300多个政党和政治组织共500多人次向习近平总书记和中共中央发来电函表示慰问和支持，声援中国共产党领导的抗击疫情的人民战争、总体战、阻击战。中央对外联络部副部长郭业洲：各国各类政党在来电（函）中，普遍认同中国特色社会主义制度的显著优势是打赢疫情防控战的坚强保障。中国疫情防控中体现的中国力量、中国精神和中国效率令人赞赏，展现了中国特色社会主义制度“集中力量办大事”的独特优势。
30000/30100/30111,公共卫生,国家卫健委：3月5日新增143例新冠肺炎确诊病例 新增治愈出院1681例,3月5日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例143例，新增死亡病例30例（湖北29例，海南1例），新增疑似病例102例。当日新增治愈出院病例1681例，解除医学观察的密切接触者5457人，重症病例减少215例。截至3月5日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例23784例（其中重症病例5737例），累计治愈出院病例53726例，累计死亡病例3042例，累计报告确诊病例80552例，现有疑似病例482例。累计追踪到密切接触者670854人，尚在医学观察的密切接触者29896人。湖北新增确诊病例126例（武汉126例），新增治愈出院病例1487例（武汉1038例），新增死亡病例29例（武汉23例），现有确诊病例22695例（武汉20115例），其中重症病例5588例（武汉5208例）。累计治愈出院病例41966例（武汉27354例），累计死亡病例2931例（武汉2328例），累计确诊病例67592例（武汉49797例）。新增疑似病例43例（武汉42例），现有疑似病例285例（武汉232例）。3月5日0—24时，新增报告境外输入确诊病例16例（甘肃11例，北京4例，上海1例）。截至3月5日24时，累计报告境外输入确诊病例36例。累计收到港澳台地区通报确诊病例158例：香港特别行政区104例（出院46例，死亡2例），澳门特别行政区10例（出院9例），台湾地区44例(出院12例，死亡1例)
30000/30100/30111,公共卫生,湖北鄂州重症危重症占比已明显下降,新华社武汉3月5日电（记者侯文坤）湖北省鄂州市市长刘海军在湖北省新冠肺炎疫情防控工作指挥部5日召开的新闻发布会上透露，通过前期的努力，鄂州的疫情防控发生了积极的变化，新增确诊病例持续走低；治愈人数较快增长；重症、危重症患者占在院患者的比例从最高峰50.99%，目前已经下降到12.3%。刘海军介绍，鄂州是湖北省第一个对接武汉地铁网的城市，与武汉融合程度高。因此，鄂州疫情从一开始就呈现出武汉输入型病例多、本地社区型传播快的特点。该市第一例确诊病例1月24日出现，之后确诊病例快速攀升，一直到2月18日疫情才趋于平稳。鄂州市70%的病例发生在主城区，为此，该市牢牢抓住救治和阻隔两个关键环节，调集力量，把主城区33个社区明确为33个战区，由市级领导及鄂城区党政主要负责同志担任战区书记，对发生确诊及疑似病例的楼栋实施严格管控，同时在小区的门口设置第二道关口进行管控。一系列扎实的举措取得了阶段性效果。刘海军表示，但鄂州市医疗力量、医疗资源一直比较薄弱，一线的医务人员总计2578人，其中医生960人，护士1618人，全市重症、呼吸、传染三个科的一线医生不到50人。疫情阻击战打响以后，鄂州得到了社会各界的大力援助，其中贵州省先后派出了860名医务工作者驰援鄂州，还给予鄂州大量医疗物资和生活物资的支持。目前该市由贵州省支援鄂州医疗队管理的患者超过了70%，共同构筑了救治患者的合力。据悉，截至4日，该市累计报告新冠肺炎确诊病例1394例，累计出院912例，治愈率65.42%。目前在院治疗430例，现存疑似病例17例。
30000/30100/30111,公共卫生,长三角三省一市率先实现健康码全覆盖,战“疫”还在进行，复工复产也刻不容缓。随着3月4日江苏版健康码的上线，长三角三省一市在全国率先实现健康码全覆盖。疫情发生以来，“数字化”正成为助力长三角抗疫、保障生产的重要举措。长三角健康码、货证通、互联网医院等数字化防疫、复工举措的实行，让长三角产生“3+1＞4”的效应，促进区域经济加速恢复。沪苏浙皖规模以上工业企业复工率分别达到94.5%、99%、99.8%、98.1%，显著高于全国平均水平。三省一市健康码全覆盖 异地互认进行中经过测温后，上海人张先生顺利从G60高速回到了上海。作为在杭州—上海两地往返工作的“长三角人”，对于健康码互认深有感触。“刚复工时，很担心到了杭州会被隔离，又担心从杭州回不了上海。健康码互认，切实解决了两地人员往来的问题。“他说。长三角都市圈内人才、企业交流频繁，仅张先生公司，和他一样的”长三角人“就有近千人。公开数据显示，长三角日均使用健康码人次超千万。长三角三省一市率先启动共享互认健康码，江苏、浙江、安徽三省的健康码效力与上海“随申码”等同。安徽健康码申领张数已经达到了400万张。安徽省和浙江省率先签约健康码互认机制，技术认证正在进行中。此举为加速人员返回、为长三角复工打开了绿灯。货证通，返工包车……长三角率先吹响“复工号”位于浙江平湖市的一家电器公司，每年有5亿多元的产品经上海洋山港出口。企业刚复工时，面临原材料进不来、货物出不去的困境。前不久上线“长三角货运通行证”解决了这个难题，符合防疫条件的货运车辆申领后，可在长三角区域内可便捷通行，上线当日申领逾万张。浙江这家电器企业的老板说：“有了货运通行证之后，我们目前的发货速度跟之前是一样的，是没有受到任何影响。”铁路数据也显示，长三角“复工潮”已经到来。截至2月底，长三角铁路共运送务工人员5.5万余人返岗。其中8趟定制专列同时从云南、贵州、四川、江西、安徽等省份奔赴江苏和浙江，约4600名务工人员返岗。数据代人去跑腿 无接触办事超一半长三角三省一市先后推出的推出“疫情防控服务专区”，涵盖“疫情信息查询”、“专家在线义诊”、“定点医院查询”、“周边疫情申报”，加上此前已覆盖百余项的“一次都不用跑”网上办事，成为“长三角人”疫情期间“无接触办事”的主渠道。上海市大数据中心主任朱宗尧告诉记者，2月10日至今，上海“一网通办”办件总量达到89.78万件，“不见面办理”比例达到53.28%。支付宝数据显示，疫情期间，每3个“长三角人”就有1人上支付宝网上办事。从“最多跑一次”到长三角货证通、健康码通用，长三角已经从简单的“相加”，走向“相融”，越来越多的“长三角样本”向全国输出，为区域一体化发展带来“3+1大于4”的效果
30000/30100/30111,公共卫生,北京疾控中心建议：餐馆就餐时少交流，专心吃饭,3月5日，在北京市新型冠状病毒肺炎疫情防控工作新闻发布会上，北京市疾控中心副主任医师孙鑫贵针对小餐馆陆续复工，建议小餐馆要增加就餐饭桌距离来防范新冠肺炎，每张饭桌只坐1人，有效减少人员聚集;建议就餐人员吃饭时少交流，专心吃饭。小餐馆防控疫情具体举措如下：要落实主体责任;进入餐厅前必须测量体温;在疫情期间，建议不集中堂食，若必须堂食，可采取轮流或者分散方式就餐，为了减少在集中场所的驻留时间，鼓励打包带走，单独就餐；就餐前正确佩戴好口罩，如果去餐厅，要确保自身健康，没有出现新冠肺炎可疑症状，并正确佩戴好口罩，就餐前再摘下，除了用餐时间，均要戴好口罩;保持手部清洁，就餐前要洗手;应采取分散或错峰就餐等方式，控制同时就餐人数;排队点餐或结账，设置排队一米线；就餐饭桌增加距离，每张饭桌只坐1人，有效减少人员聚集；就餐时少交流，专心吃饭。餐具消毒也是疫情防控重要一环。对此，孙鑫贵表示，最有效、最安全的餐具消毒方法是热力消毒。首选将餐具洗净后，置于沸水中煮沸15分钟至30分钟消毒;或将餐具清洗干净后放在热蒸汽发生器中，蒸15分钟至30分钟;也可用适宜于餐具消毒的化学消毒剂按产品说明书进行消毒。
30000/30100/30111,公共卫生,湖北鄂州重症危重症占比已明显下降,新华社武汉3月5日电（记者侯文坤）湖北省鄂州市市长刘海军在湖北省新冠肺炎疫情防控工作指挥部5日召开的新闻发布会上透露，通过前期的努力，鄂州的疫情防控发生了积极的变化，新增确诊病例持续走低；治愈人数较快增长；重症、危重症患者占在院患者的比例从最高峰50.99%，目前已经下降到12.3%。刘海军介绍，鄂州是湖北省第一个对接武汉地铁网的城市，与武汉融合程度高。因此，鄂州疫情从一开始就呈现出武汉输入型病例多、本地社区型传播快的特点。该市第一例确诊病例1月24日出现，之后确诊病例快速攀升，一直到2月18日疫情才趋于平稳。鄂州市70%的病例发生在主城区，为此，该市牢牢抓住救治和阻隔两个关键环节，调集力量，把主城区33个社区明确为33个战区，由市级领导及鄂城区党政主要负责同志担任战区书记，对发生确诊及疑似病例的楼栋实施严格管控，同时在小区的门口设置第二道关口进行管控。一系列扎实的举措取得了阶段性效果。刘海军表示，但鄂州市医疗力量、医疗资源一直比较薄弱，一线的医务人员总计2578人，其中医生960人，护士1618人，全市重症、呼吸、传染三个科的一线医生不到50人。疫情阻击战打响以后，鄂州得到了社会各界的大力援助，其中贵州省先后派出了860名医务工作者驰援鄂州，还给予鄂州大量医疗物资和生活物资的支持。目前该市由贵州省支援鄂州医疗队管理的患者超过了70%，共同构筑了救治患者的合力。据悉，截至4日，该市累计报告新冠肺炎确诊病例1394例，累计出院912例，治愈率65.42%。目前在院治疗430例，现存疑似病例17例。?
30000/30100/30111,公共卫生,国家卫健委：全国治愈病例数与死亡病例数比值扩大,中新网3月5日电（记者张尼
30000/30100/30111,公共卫生,火神山医院积极探索新型诊疗方法 对患者病情实施早预测和精准干预,国家应急广播网武汉3月5日消息（记者王锐涛 孙利）据中央广播电视总台中国之声《新闻和报纸摘要》报道，湖北千方百计加强救治工作。火神山医院积极探索新型诊疗方法，对患者病情实施早预测和精准干预，防范患者病情向重症和危重症转化。4日，火神山医院检验科流式细胞仪完成设备调试，准备投入使用。火神山医院专家组成员柯跃华：因为新冠病毒很多病人会引起炎症因子风暴，如果开展细胞因子和免疫细胞亚群的检测，就可以反应出病人的免疫状况的变化，比如他向轻症、重症、危重症转化的过程中，可以提供一些风险预警的作用。重症二科副主任马凌：新冠肺炎有一个特点，病人的症状轻于影像学的改变，会发生一些貌似轻症或者重症的患者猝死的情况，或者是突然重症变成了危重型。其实对于这种病人来说，核心是两条，第一条是早识别，第二条是早处理。提前给他插管，再利用我们的一些特异性抗炎症因子的药物，一些恢复期病人的血浆，可以起到一定的效果。火神山医院还积极改进普通病房的硬件设施。医务部助理员干振华：增压头套、插管、喉镜这些都已经配置到位了，所以普通病房也可以进行插管。一旦有危重病人或者病情变化，不需要直接转到ICU，这样对抢黄金救治时间非常有意义。
30000/30100/30111,公共卫生,国家卫健委：3月4日新增新冠肺炎确诊病例139例 新增治愈出院2189例,3月4日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例139例，新增死亡病例31例（湖北31例），新增疑似病例143例。当日新增治愈出院病例2189例，解除医学观察的密切接触者6584人，重症病例减少464例。截至3月4日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例25352例（其中重症病例5952例），累计治愈出院病例52045例，累计死亡病例3012例，累计报告确诊病例80409例，现有疑似病例522例。累计追踪到密切接触者669025人，尚在医学观察的密切接触者32870人。湖北新增确诊病例134例（武汉131例），新增治愈出院病例1923例（武汉1426例），新增死亡病例31例（武汉23例），现有确诊病例24085例（武汉21050例），其中重症病例5788例（武汉5342例）。累计治愈出院病例40479例（武汉26316例），累计死亡病例2902例（武汉2305例），累计确诊病例67466例（武汉49671例）。新增疑似病例67例（武汉61例），现有疑似病例315例（武汉247例）。3月4日0—24时，新增报告境外输入确诊病例2例（浙江2例）。截至3月4日24时，累计报告境外输入确诊病例20例。累计收到港澳台地区通报确诊病例156例：香港特别行政区104例（出院43例，死亡2例），澳门特别行政区10例（出院9例），台湾地区42例（出院12例，死亡1例）。（消息来源：国家卫生健康委员会官方网站）?
30000/30100/30111,公共卫生,湖北省发布最新疫情风险等级评估报告 低风险市县22个高风险37个,新华社武汉3月4日电（记者梁建强、王贤）依据国务院应对新型冠状病毒感染肺炎疫情联防联控机制《关于科学防治精准施策分区分级做好新冠肺炎疫情防控工作的指导意见》中的风险划定标准，经湖北省疾控中心组织专家评估，截至3月3日24时，湖北省低风险市县有22个，中风险市县有17个，高风险市县有37个。其中，22个低风险市县为：五峰县、远安县、来凤县、兴山县、鹤峰县、秭归县、宜都市、宣恩县、保康县、竹山县、老河口市、建始县、利川市、长阳县、罗田县、枝江市、英山县、南漳县、通山县、宜城市、枣阳市、蕲春县；17个中风险市县为：竹溪县、房县、郧西县、崇阳县、巴东县、赤壁市、神农架林区、谷城县、石首市、武穴市、咸丰县、通城县、江陵县、嘉鱼县、大冶市、恩施市、荆门市城区。37个高风险市县为：松滋市、丹江口市、当阳市、咸宁市城区、麻城市、公安县、随县、沙洋县、京山市、红安县、黄梅县、浠水县、广水市、团风县、钟祥市、洪湖市、襄阳市城区、天门市、阳新县、孝昌县、监利县、荆州市城区、仙桃市、潜江市、云梦县、黄石市城区、随州市城区、宜昌市城区、安陆市、大悟县、汉川市、孝感市城区、十堰市城区、黄冈市城区、应城市、鄂州市城区、武汉市城区。据了解，风险划定标准：即以县市区为单位，无确诊病例或连续14天无新增确诊病例为低风险地区；14天内有新增确诊病例，累计确诊病例不超过50例，或累计确诊病例超过50例，14天内未发生聚集性疫情为中风险地区；累计病例超过50例，14天内有聚集性疫情发生为高风险地区。风险等级评估依据中国疾病预防控制信息系统 “传染病监测”和“突发公共卫生事件信息管理系统”模块中的各县（市、区）的新增确诊病例数、累计确诊病例数和聚集性疫情数据进行综合研判。所涉市县按评估后的疫情风险从轻到重排序。12个设区的市城区风险按照其所有城区中的最高风险等级进行认定。
30000/30100/30111,公共卫生,武汉首现累计治愈出院病例超过现有确诊病例,中新社武汉3月4日电?(记者?徐金波)武汉市卫健委4日发布统计数据显示，截至3日，该市现有新冠肺炎确诊病例22368例，累计治愈出院病例24890例。这是疫情发生以来，武汉首次出现累计治愈出院病例超过现有确诊病例。据武汉市新冠肺炎疫情防控指挥部相关负责人介绍，本月以来，该市抗“疫”形势呈现出持续向好的发展趋势，疫情态势从高位运行期进入中位运行期，入院救治从“病人等床”向“床等病人”转变。3日，武汉市新增确诊病例114例，本月以来连续3天新增确诊病例均低于200例；新增疑似病例43例，连续三天低于100例，表明疫情暴发流行的势头得到初步遏制；新增治愈出院病例1859例，连续3天均高于1800例，表明救治效果稳步提升。截至3日，武汉市累计确诊病例49540例，现有确诊病例22368例，累计治愈出院病例24890例，累计死亡病例2282例。累计治愈出院病例数自疫情发生以来，首次超过现有确诊病例。针对当前的疫情防控形势，湖北省委常委、武汉市委书记王忠林在3日晚间的疫情防控调度例会上要求，全市上下要以决战决胜的志气、豪气、勇气，坚决打好武汉保卫战。他指出，患者救治和流行病学调查是当前疫情防控的重要内容。对隔离点确诊和疑似病例必须坚决收治；加大对居家自愈患者的排查力度，对没有达到痊愈标准的要全部收治；严格出院标准，抓住“窗口期”，给予患者充分治疗；统筹医疗资源，既保证新冠肺炎患者的治疗，又满足市民正常就医需求；科学开展流行病学调查，确保密接人员集中隔离，有效切断传染源。王忠林强调，疫情防控要坚持问题导向，坚决堵塞漏洞；要主动倾听民意，下决心逐项解决民众诉求；要坚持实事求是，切实克服形式主义、官僚主义；要减轻基层负担，让基层干部把更多精力投入到工作第一线，全力打好疫情防控阻击战。
30000/30100/30111,公共卫生,国家卫健委：确诊病例治愈率连续19日上升,中新网客户端3月4日电（记者）3月4日，在国务院联防联控机制举行的新闻发布会上，国家卫健委新闻发言人、宣传司副司长米峰称，从确诊病例治愈率看，截至3月3日，武汉为50.2%，湖北除武汉为76.8%，其他省份为87.3%，均连续19日上升。下一步，不断完善治疗方案，坚持中西医结合，加强对重型、危重型患者的密切监测和整体护理，不断提高治愈率，降低病亡率。
30000/30100/30111,公共卫生,陕西彻查“医院领导抗疫补助高于援湖北一线人员”问题,3月4日，记者从陕西省安康市应对新型冠状病毒感染肺炎疫情工作领导小组了解到，针对网络反映安康市中心医院公示中存在“医院领导抗疫补助高于援湖北一线人员”的问题，安康市委、市政府高度重视，安康市应对新冠肺炎疫情工作领导小组召开紧急会议，要求安康市纪委监委迅速成立核查组，就网络反映的有关问题依法依规开展核查工作，做到公开透明，实事求是，有错必究，有责必问，后续情况及时向社会公开
30000/30100/30111,公共卫生,武汉体育中心方舱医院136名患者出院,3日湖北武汉体育中心方舱医院又有136人治愈出院，累计出院人数达600多人，目前舱内还有259名患者也进行了核酸检测，将根据检测结果和CT检查以及患者呼吸道的情况决定4日出院的人数。据悉武汉所有方舱医院全部采取中西医结合治疗
30000/30100/30111,公共卫生,国家卫健委：3月2日新增125例新冠肺炎确诊病例 新增出院2742例,3月2日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例125例，新增死亡病例31例（湖北31例），新增疑似病例129例。当日新增治愈出院病例2742例，解除医学观察的密切接触者7650人，重症病例减少304例。截至3月2日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例30004例（其中重症病例6806例），累计治愈出院病例47204例，累计死亡病例2943例，累计报告确诊病例80151例，现有疑似病例587例。累计追踪到密切接触者664899人，尚在医学观察的密切接触者40651人。湖北新增确诊病例114例（武汉111例），新增治愈出院病例2410例（武汉1846例），新增死亡病例31例（武汉24例），现有确诊病例28216例（武汉24144例），其中重症病例6593例（武汉6020例）。累计治愈出院病例36167例（武汉23031例），累计死亡病例2834例（武汉2251例），累计确诊病例67217例（武汉49426例）。新增疑似病例64例（武汉62例），现有疑似病例434例（武汉316例）。累计收到港澳台地区通报确诊病例151例：香港特别行政区100例（出院36例，死亡2例），澳门特别行政区10例（出院8例），台湾地区41例（出院12例，死亡1例）
30000/30100/30111,公共卫生,国家卫健委：湖北除武汉外 局部暴发的态势也得到控制,3月2日，国务院联防联控机制召开新闻发布会，介绍现阶段公共场所等疫情防控有关情况。国家卫生健康委新闻发言人、宣传司副司长米锋说，除湖北以外，其他省份新增确诊病例6例，新增疑似病例61例，无新增死亡病例，重症病例减少20例。全国新增确诊病例数和新增疑似病例数近两周总体呈下降趋势。新增出院病例数呈持续波动上升，近几日在3000例上下波动。以上信息提示，武汉疫情快速上升态势得到控制，湖北除武汉外，局部暴发的态势也得到控制，湖北以外省份疫情形势积极向好。他提到，下一步要从统筹推进疫情防控和经济社会发展出发，紧紧围绕社区防控和医疗救治两个重点，由全面防控向群专结合、精准防控转变。
30000/30100/30111,公共卫生,各地口罩生产线陆续投产 日产量过亿只值得期待,国家应急广播网北京3月2日消息（记者蒋勇）据中央广播电视总台经济之声《天下财经》报道，国家发改委近日介绍，截至2月25日，我国口罩日产量达到7619万只，这一数字是2月1日日产量的7.8倍，口罩产量逐级上台阶。随着各地口罩生产线陆续投产，我国口罩日产量过亿只值得期待。政企联动！上下游产业链协同 口罩产量成倍增长口罩是医务人员的“武器”，是老百姓疫情防控的“盾牌”，口罩等医疗物资和防护用品保质保量供应，是取得新冠肺炎疫情防控胜利的关键所在。口罩不光是防疫的有力保障，也是各行各业有序复工复产的基本条件。1月23日，工信部部长苗圩在天津调研口罩生产时，我国口罩日产量只有800万只左右。按照中央应对新冠肺炎疫情工作领导小组部署，各方面共同努力，我国口罩等物资的产量实现成倍增长，全国已有30个省区市都新上了口罩生产线。国家发改委近日透露，截至2月25日，全国口罩日产能达到7285万只，日产量达到7619万只，分别是2月1日的3.4倍和7.8倍，口罩产能利用率达到105%，初步缓解了口罩供需矛盾。政府收储兜底 充分激活口罩产能口罩产量逐级上台阶并实现成倍增长的背后，是各级政府部门和企业联动，上下游产业链协同配合的结果。为鼓励企业开足马力生产，国家发改委等部门多次明确，将在疫情过后对生产过剩的口罩等物资进行兜底收储。国家发改委秘书长丛亮说：“对符合条件的重点医疗防护物资品种增列储备物资目录，对企业多生产的重点医疗防护物资，全部由政府兜底采购收储。因此，请相关企业放下包袱、全力以赴开足马力生产。”车企跨界做口罩 助力疫情防控有了政策兜底，企业的生产积极性被充分调动起来。车企方面，广汽集团、比亚迪等多家车企积极调配资源，布局口罩等医疗防护物资设备和生产线，破解短缺难题。中国汽车工业协会副秘书长师建华表示，车企在转产口罩方面基础比较牢固。他说：“汽车行业是一个工业化程度很高的产业，有相当的基础，同时自动化水平和制造能力都比较高，在国家特别急需的情况下，急国家和社会所需，尽快建立口罩生产线，是一个承担社会责任的行为。”中石化：缓解口罩核心原料紧缺作为国内重要的能源化工企业，前不久，中国石化官方微博发出“我有熔喷布，谁有口罩机”的合作需求，不到3小时，中国石化就确定了11台口罩机的购置事宜。预计到3月份，中国石化的口罩机将使北京每天多产口罩约100万只。国资委副主任任洪斌在前不久召开的发布会上还专门给中石化生产口罩的行为点赞：“前不久在网络上有这样一则消息，‘我有熔喷布，谁有口罩机’，它来自于中国石化。如果没有疫情的发生，可能我们永远不会把中国石化和口罩联系到一起。生产口罩和防护服的基本原料是熔喷布，而熔喷布的原料是聚丙烯，聚丙烯是中国石油、中国石化的产品。他们利用产业链上下游的关系，寻找那些具有生产口罩能力的下游企业，合作筹建了11条医用口罩生产线，由中国石化提供原材料。通过这种合作方式，到2月16日，他们医用口罩日产量已经达到了62万只。”
30000/30100/30111,公共卫生,火神山医院累计收治1597例新冠肺炎患者 治愈出院611例,中央军委后勤保障部卫生局局长陈景元3月2日上午在国务院联防联控机制新闻发布会上表示：武汉的火神山医院目前各系统运转良好。陈景元说，火神山医院在医疗、护理、保障等各方面先后推出了33项规范措施，有力提高了收治率和治愈率，降低了感染率和病亡率。在具体的医疗实践过程中，他们依靠科学，依靠专家，尤其是借鉴已有的治愈病号的成功经验，不断优化诊疗方案，实施分级分类救治，尤其是针对不同患者的实际情况，实施个性化治疗，综合开展中西医结合、营养治疗、心理治疗、康复训练为一体的诊疗模式。解放军总医院还与武汉火神山医院建立了5G网络远程会诊系统，利用这个会诊系统，会诊专家针对每一个患者的情况进行集体会诊和研判，提出个性化救治方案。陈景元还提到，截止到3月1日，火神山医院累计收治新冠患者1597例，已经治愈出院611例。目前，武汉火神山医院正不断加大对重症患者的收治力度，除了2个重症病区以外，普通病区现在也开始收治重症患者。
